VGG16,AlexNet,Model-3,Transfer Learning (ResNet50)
0.4864978790283203,0.5126582384109497,0.5704641342163086,0.4890295267105102
0.4864978790283203,0.5101265907287598,0.7603375315666199,0.595780611038208
0.4864978790283203,0.5232067704200745,0.7126582264900208,0.7320675253868103
0.4864978790283203,0.5641350150108337,0.7776371240615845,0.7274261713027954
0.4864978790283203,0.5662447214126587,0.7856540083885193,0.6556962132453918
0.4864978790283203,0.8037974834442139,0.7645569443702698,0.7320675253868103
0.4864978790283203,0.7485232353210449,0.7843881845474243,0.4911392331123352
0.4864978790283203,0.6037974953651428,0.7864978909492493,0.7704641222953796
0.4864978790283203,0.7911392450332642,0.7805907130241394,0.75527423620224
0.6236286759376526,0.6974683403968811,0.7810126543045044,0.7616033554077148
0.7400844097137451,0.7371308207511902,0.74388188123703,0.6962025165557861
0.6894514560699463,0.7194092869758606,0.7864978909492493,0.75611811876297
0.4864978790283203,0.5902953743934631,0.7236286997795105,0.6962025165557861
0.4864978790283203,0.6953586339950562,0.7734177112579346,0.7691982984542847
0.4864978790283203,0.5590717196464539,0.7822784781455994,0.7324894666671753
0.4864978790283203,0.7046413421630859,0.7902953624725342,0.7953586578369141
0.4864978790283203,0.6354430317878723,0.7797468304634094,0.6177214980125427
0.4864978790283203,0.5354430675506592,0.7873417735099792,0.5734177231788635
0.4864978790283203,0.5371307730674744,0.7763713002204895,0.8126582503318787
0.4864978790283203,0.6607595086097717,0.7569620013237,0.7670885920524597
0.4864978790283203,0.6662447452545166,0.7734177112579346,0.797468364238739
0.4864978790283203,0.7827004194259644,0.800000011920929,0.7649788856506348
0.4864978790283203,0.6641350388526917,0.6818565130233765,0.551054835319519
0.4864978790283203,0.6299577951431274,0.7919831275939941,0.7843881845474243
0.4864978790283203,0.7379747033119202,0.7700421810150146,0.8105485439300537
0.4864978790283203,0.6776371598243713,0.7924050688743591,0.5308017134666443
0.4864978790283203,0.5561181306838989,0.75527423620224,0.799156129360199
0.4864978790283203,0.6974683403968811,0.7616033554077148,0.7751054763793945
0.4864978790283203,0.6940928101539612,0.7848101258277893,0.8337552547454834
0.4864978790283203,0.5852320790290833,0.797046422958374,0.7801687717437744
0.4864978790283203,0.5662447214126587,0.7392405271530151,0.8303797245025635
0.4864978790283203,0.7388185858726501,0.7848101258277893,0.7763713002204895
0.4864978790283203,0.6274261474609375,0.7945147752761841,0.75274258852005
0.4864978790283203,0.6666666865348816,0.7881856560707092,0.8278480768203735
0.4864978790283203,0.7620252966880798,0.7578058838844299,0.7742615938186646
0.4864978790283203,0.7341772317886353,0.7890295386314392,0.5594936609268188
0.4864978790283203,0.5295358896255493,0.7388185858726501,0.7704641222953796
0.4864978790283203,0.6717299818992615,0.7616033554077148,0.594514787197113
0.4864978790283203,0.6624472737312317,0.7911392450332642,0.7312236428260803
0.4864978790283203,0.6185653805732727,0.796624481678009,0.8092827200889587
0.4864978790283203,0.7092826962471008,0.7772151827812195,0.501265823841095
0.4864978790283203,0.6898733973503113,0.7928270101547241,0.7751054763793945
0.4864978790283203,0.7641350030899048,0.7852320671081543,0.8185654282569885
0.4864978790283203,0.7759493589401245,0.7814345955848694,0.8088607788085938
0.4864978790283203,0.7700421810150146,0.7911392450332642,0.8172996044158936
0.4864978790283203,0.7852320671081543,0.7911392450332642,0.8177215456962585
0.4864978790283203,0.7223628759384155,0.7911392450332642,0.596624493598938
0.4864978790283203,0.8084388375282288,0.7877637147903442,0.7852320671081543
0.4864978790283203,0.6130801439285278,0.7755274176597595,0.7092826962471008
0.4864978790283203,0.7898734211921692,0.7337552905082703,0.6586498022079468
0.4864978790283203,0.6856539845466614,0.7662447094917297,0.5447257161140442
0.4864978790283203,0.7654008269309998,0.7742615938186646,0.3312236368656158
0.4864978790283203,0.5717299580574036,0.7784810066223145,0.5654008388519287
0.4864978790283203,0.5936709046363831,0.7848101258277893,0.8046413660049438
0.4864978790283203,0.75274258852005,0.7493671178817749,0.7253164649009705
0.4864978790283203,0.7616033554077148,0.7827004194259644,0.7333333492279053
0.4864978790283203,0.7945147752761841,0.7578058838844299,0.5607594847679138
0.4864978790283203,0.744303822517395,0.7637130618095398,0.5
0.4864978790283203,0.743459939956665,0.7873417735099792,0.8244725465774536
0.4864978790283203,0.7755274176597595,0.7940928339958191,0.8033755421638489
0.4864978790283203,0.7848101258277893,0.7945147752761841,0.8029536008834839
0.4864978790283203,0.7426160573959351,0.75358647108078,0.8232067227363586
0.4864978790283203,0.75443035364151,0.7772151827812195,0.8248944878578186
0.4864978790283203,0.7738396525382996,0.7945147752761841,0.8261603116989136
0.4864978790283203,0.7873417735099792,0.7801687717437744,0.8248944878578186
0.4864978790283203,0.499578058719635,0.7894514799118042,0.8223628401756287
0.4864978790283203,0.7793248891830444,0.7071729898452759,0.8164557218551636
0.4864978790283203,0.6362869143486023,0.7907173037528992,0.8067510724067688
0.4864978790283203,0.7940928339958191,0.7881856560707092,0.8223628401756287
0.4864978790283203,0.7181434631347656,0.7831223607063293,0.8308016657829285
0.4864978790283203,0.7738396525382996,0.7590717077255249,0.8257383704185486
0.4864978790283203,0.7742615938186646,0.7940928339958191,0.8303797245025635
0.4864978790283203,0.8016877770423889,0.7797468304634094,0.7907173037528992
0.4864978790283203,0.7717299461364746,0.7940928339958191,0.798312246799469
0.4864978790283203,0.797468364238739,0.7898734211921692,0.8181434869766235
0.4864978790283203,0.7907173037528992,0.7637130618095398,0.8194093108177185
0.4864978790283203,0.8092827200889587,0.7637130618095398,0.8257383704185486
0.4864978790283203,0.8097046613693237,0.7856540083885193,0.8206751346588135
0.4864978790283203,0.8025316596031189,0.7881856560707092,0.8054852485656738
0.4864978790283203,0.8054852485656738,0.7797468304634094,0.8278480768203735
0.4864978790283203,0.800000011920929,0.7953586578369141,0.8248944878578186
0.4864978790283203,0.8033755421638489,0.7953586578369141,0.8341771960258484
0.4864978790283203,0.8118143677711487,0.7852320671081543,0.8265822529792786
0.4864978790283203,0.6717299818992615,0.7907173037528992,0.8097046613693237
0.4864978790283203,0.7805907130241394,0.7607594728469849,0.8270041942596436
0.4864978790283203,0.7856540083885193,0.799156129360199,0.8253164291381836
0.4864978790283203,0.5810126662254333,0.7873417735099792,0.8257383704185486
0.4864978790283203,0.7835443019866943,0.797046422958374,0.8227847814559937
0.4864978790283203,0.7713080048561096,0.797046422958374,0.8147679567337036
0.4864978790283203,0.7755274176597595,0.797046422958374,0.8286919593811035
0.4864978790283203,0.7383966445922852,0.7489451766014099,0.8240506052970886
0.4864978790283203,0.7945147752761841,0.796202540397644,0.8274261355400085
0.4864978790283203,0.7898734211921692,0.7776371240615845,0.8286919593811035
0.4864978790283203,0.6843881607055664,0.7624472379684448,0.8240506052970886
0.4864978790283203,0.8088607788085938,0.798312246799469,0.8362869024276733
0.4864978790283203,0.8054852485656738,0.7759493589401245,0.8308016657829285
0.4864978790283203,0.8088607788085938,0.797468364238739,0.8084388375282288
0.4864978790283203,0.7632911205291748,0.7717299461364746,0.8291139006614685
0.4864978790283203,0.796624481678009,0.7620252966880798,0.8371307849884033
0.4864978790283203,0.7940928339958191,0.8029536008834839,0.8299577832221985
0.4864978790283203,0.8156118392944336,0.796624481678009,0.8265822529792786
0.4864978790283203,0.8097046613693237,0.7886075973510742,0.8291139006614685
0.4864978790283203,0.8092827200889587,0.799578070640564,0.8236286640167236
0.4864978790283203,0.8092827200889587,0.7953586578369141,0.8282700181007385
0.4864978790283203,0.8092827200889587,0.8029536008834839,0.8232067227363586
0.4864978790283203,0.800000011920929,0.7590717077255249,0.8240506052970886
0.4864978790283203,0.8021097183227539,0.800421953201294,0.8244725465774536
0.4864978790283203,0.7675105333328247,0.8050633072853088,0.8181434869766235
0.4864978790283203,0.7751054763793945,0.7835443019866943,0.8278480768203735
0.4864978790283203,0.797890305519104,0.7805907130241394,0.8240506052970886
0.4864978790283203,0.7172995805740356,0.8029536008834839,0.8164557218551636
0.4864978790283203,0.797468364238739,0.7856540083885193,0.8189873695373535
0.4864978790283203,0.8012658357620239,0.7907173037528992,0.8320674896240234
0.4864978790283203,0.800421953201294,0.7936708927154541,0.8282700181007385
0.4864978790283203,0.7831223607063293,0.8063291311264038,0.8270041942596436
0.4864978790283203,0.7953586578369141,0.7940928339958191,0.8105485439300537
0.4864978790283203,0.6835442781448364,0.797046422958374,0.8029536008834839
0.4864978790283203,0.7869198322296143,0.799578070640564,0.8282700181007385
0.4864978790283203,0.799156129360199,0.798734188079834,0.8185654282569885
0.4864978790283203,0.7253164649009705,0.797046422958374,0.8202531933784485
0.4864978790283203,0.8050633072853088,0.7940928339958191,0.8257383704185486
0.4864978790283203,0.7746835350990295,0.798734188079834,0.8261603116989136
0.4864978790283203,0.797046422958374,0.8139240741729736,0.8286919593811035
0.4864978790283203,0.7324894666671753,0.8029536008834839,0.8286919593811035
0.4864978790283203,0.7877637147903442,0.8037974834442139,0.8274261355400085
0.4864978790283203,0.7810126543045044,0.798734188079834,0.8282700181007385
0.4864978790283203,0.8151898980140686,0.799578070640564,0.8257383704185486
0.4864978790283203,0.797468364238739,0.7860759496688843,0.8265822529792786
0.4864978790283203,0.7611814141273499,0.8037974834442139,0.8295358419418335
0.4864978790283203,0.5426160097122192,0.8075949549674988,0.8265822529792786
0.4864978790283203,0.7358649969100952,0.7911392450332642,0.8244725465774536
0.4864978790283203,0.7059071660041809,0.8097046613693237,0.8274261355400085
0.4864978790283203,0.7586497664451599,0.7789029479026794,0.8270041942596436
0.4864978790283203,0.7704641222953796,0.8122363090515137,0.8291139006614685
0.4864978790283203,0.797890305519104,0.799156129360199,0.8248944878578186
0.4864978790283203,0.7751054763793945,0.8029536008834839,0.8257383704185486
0.4864978790283203,0.7907173037528992,0.7953586578369141,0.8236286640167236
0.4864978790283203,0.7687763571739197,0.8025316596031189,0.8278480768203735
0.4864978790283203,0.75274258852005,0.7232067584991455,0.8244725465774536
0.4864978790283203,0.7864978909492493,0.796202540397644,0.8253164291381836
0.4864978790283203,0.7772151827812195,0.799156129360199,0.8265822529792786
0.4864978790283203,0.8059071898460388,0.799156129360199,0.8257383704185486
0.4864978790283203,0.7780590653419495,0.7818565368652344,0.8240506052970886
0.4864978790283203,0.800000011920929,0.800000011920929,0.8261603116989136
0.4864978790283203,0.797046422958374,0.8189873695373535,0.8244725465774536
0.4864978790283203,0.8164557218551636,0.7915611863136292,0.8248944878578186
0.4864978790283203,0.8168776631355286,0.797468364238739,0.8265822529792786
0.4864978790283203,0.7063291072845459,0.7852320671081543,0.8236286640167236
0.4864978790283203,0.7848101258277893,0.8050633072853088,0.8232067227363586
0.4864978790283203,0.7784810066223145,0.7704641222953796,0.8240506052970886
0.4864978790283203,0.7860759496688843,0.8054852485656738,0.8244725465774536
0.4864978790283203,0.8008438944816589,0.8025316596031189,0.8240506052970886
0.4864978790283203,0.799156129360199,0.7767932415008545,0.8227847814559937
0.4864978790283203,0.797890305519104,0.7763713002204895,0.8232067227363586
0.4864978790283203,0.8092827200889587,0.798312246799469,0.8219408988952637
0.4864978790283203,0.797468364238739,0.8189873695373535,0.8265822529792786
0.4864978790283203,0.8046413660049438,0.7860759496688843,0.8236286640167236
0.4864978790283203,0.7704641222953796,0.8101266026496887,0.8244725465774536
0.4864978790283203,0.7848101258277893,0.8147679567337036,0.8270041942596436
0.4864978790283203,0.795780599117279,0.7894514799118042,0.8236286640167236
0.4864978790283203,0.7793248891830444,0.797468364238739,0.8232067227363586
0.4864978790283203,0.798312246799469,0.7801687717437744,0.8286919593811035
0.4864978790283203,0.7371308207511902,0.8101266026496887,0.8274261355400085
0.4864978790283203,0.7371308207511902,0.8012658357620239,0.8248944878578186
0.4864978790283203,0.7894514799118042,0.7953586578369141,0.8261603116989136
0.4864978790283203,0.8067510724067688,0.8101266026496887,0.8278480768203735
0.4864978790283203,0.8042194247245789,0.8126582503318787,0.8236286640167236
0.4864978790283203,0.7928270101547241,0.8215189576148987,0.8219408988952637
0.4864978790283203,0.799578070640564,0.7767932415008545,0.8248944878578186
0.4864978790283203,0.702531635761261,0.8075949549674988,0.8236286640167236
0.4864978790283203,0.8075949549674988,0.8092827200889587,0.8261603116989136
0.4864978790283203,0.7890295386314392,0.7666666507720947,0.8253164291381836
0.4864978790283203,0.8075949549674988,0.7915611863136292,0.8257383704185486
0.4864978790283203,0.8071730136871338,0.7620252966880798,0.8257383704185486
0.4864978790283203,0.8084388375282288,0.8092827200889587,0.8236286640167236
0.4864978790283203,0.7881856560707092,0.7860759496688843,0.8278480768203735
0.4864978790283203,0.797468364238739,0.8135021328926086,0.8278480768203735
0.4864978790283203,0.8126582503318787,0.8109704852104187,0.8244725465774536
0.4864978790283203,0.8054852485656738,0.798734188079834,0.8286919593811035
0.4864978790283203,0.8130801916122437,0.8088607788085938,0.8265822529792786
0.4864978790283203,0.8088607788085938,0.8054852485656738,0.8282700181007385
0.4864978790283203,0.798734188079834,0.7831223607063293,0.8270041942596436
0.4864978790283203,0.8054852485656738,0.8033755421638489,0.8291139006614685
0.4864978790283203,0.8088607788085938,0.7936708927154541,0.8299577832221985
0.4864978790283203,0.8008438944816589,0.8092827200889587,0.8270041942596436
0.4864978790283203,0.7890295386314392,0.8084388375282288,0.8278480768203735
0.4864978790283203,0.798312246799469,0.8037974834442139,0.8257383704185486
0.4864978790283203,0.8037974834442139,0.8071730136871338,0.8261603116989136
0.4864978790283203,0.8046413660049438,0.8080168962478638,0.8278480768203735
0.4864978790283203,0.8075949549674988,0.8122363090515137,0.8295358419418335
0.4864978790283203,0.8080168962478638,0.8160337805747986,0.8308016657829285
0.4864978790283203,0.8105485439300537,0.8012658357620239,0.8274261355400085
0.4864978790283203,0.8063291311264038,0.8080168962478638,0.8261603116989136
0.4864978790283203,0.8097046613693237,0.8088607788085938,0.8240506052970886
0.4864978790283203,0.8080168962478638,0.7881856560707092,0.8261603116989136
0.4864978790283203,0.8122363090515137,0.8097046613693237,0.8286919593811035
0.4864978790283203,0.8101266026496887,0.8084388375282288,0.8282700181007385
0.4864978790283203,0.8016877770423889,0.8101266026496887,0.8278480768203735
0.4864978790283203,0.8084388375282288,0.797890305519104,0.8278480768203735
0.4864978790283203,0.7772151827812195,0.8202531933784485,0.8278480768203735
