VGG16,AlexNet,Model-3,Transfer Learning (ResNet50)
0.6716448664665222,0.5086606740951538,0.5038188695907593,0.7381342053413391
0.49624931812286377,0.6865794062614441,0.7577059268951416,0.7810283899307251
0.5037506818771362,0.6600518226623535,0.768139660358429,0.7931669354438782
0.5037506818771362,0.7418166995048523,0.7700490951538086,0.7856655716896057
0.6175668239593506,0.7422258853912354,0.7584561109542847,0.8024413585662842
0.49624931812286377,0.7746180891990662,0.7169257998466492,0.8056464791297913
0.49624931812286377,0.7545008063316345,0.7755046486854553,0.8083742260932922
0.49624931812286377,0.7328832745552063,0.74965900182724,0.8033960461616516
0.49624931812286377,0.7427713871002197,0.7850518226623535,0.7397708892822266
0.49624931812286377,0.6117703318595886,0.7699809074401855,0.8212629556655884
0.49624931812286377,0.7552509307861328,0.7181532979011536,0.8267185091972351
0.5037506818771362,0.5009547472000122,0.7502727508544922,0.8181260228157043
0.49624931812286377,0.707378625869751,0.7633660435676575,0.826309323310852
0.49624931812286377,0.7800054550170898,0.7450900077819824,0.7786415815353394
0.49624931812286377,0.7909847497940063,0.7945308089256287,0.8298554420471191
0.49624931812286377,0.564170777797699,0.7641844153404236,0.8272640705108643
0.49624931812286377,0.7257228493690491,0.7938488721847534,0.8314238786697388
0.49624931812286377,0.6443671584129333,0.7695717215538025,0.8196945190429688
0.49624931812286377,0.7414757013320923,0.7969858050346375,0.8277413845062256
0.49624931812286377,0.7839607000350952,0.7399072647094727,0.7795280814170837
0.5037506818771362,0.6548690795898438,0.7528641819953918,0.8148527145385742
0.5037506818771362,0.6016094088554382,0.7699809074401855,0.7642526030540466
0.5037506818771362,0.576309323310852,0.7845062613487244,0.8130114674568176
0.49624931812286377,0.7776186466217041,0.7755046486854553,0.7955537438392639
0.5037506818771362,0.7517730593681335,0.7943944334983826,0.8179214596748352
0.5037506818771362,0.6906710267066956,0.7110611200332642,0.8053737282752991
0.5037506818771362,0.804555356502533,0.7412029504776001,0.8048281669616699
0.49624931812286377,0.762274980545044,0.6258864998817444,0.8147845268249512
0.49624931812286377,0.591653048992157,0.7233360409736633,0.8209219574928284
0.49624931812286377,0.6610065698623657,0.7118112444877625,0.8028505444526672
0.49624931812286377,0.6267048716545105,0.7257910370826721,0.7749590873718262
0.49624931812286377,0.7021958827972412,0.7298145294189453,0.7993726134300232
0.5037506818771362,0.7763229608535767,0.8064647912979126,0.8103519082069397
0.5037506818771362,0.6419121623039246,0.7597517967224121,0.8150572776794434
0.5037506818771362,0.5735815763473511,0.7186306715011597,0.8051691055297852
0.49624931812286377,0.5941080451011658,0.777073085308075,0.8106928467750549
0.49624931812286377,0.811102032661438,0.7557283043861389,0.8042826056480408
0.5037506818771362,0.5307555794715881,0.7184260487556458,0.7697763442993164
0.5037506818771362,0.7019912600517273,0.5765138864517212,0.7401800155639648
0.49624931812286377,0.5370294451713562,0.7873022556304932,0.768207848072052
0.49624931812286377,0.5936306715011597,0.8074877262115479,0.807692289352417
0.49624931812286377,0.7022640705108643,0.7416121363639832,0.8007364869117737
0.49624931812286377,0.8013502359390259,0.7931669354438782,0.817307710647583
0.49624931812286377,0.6620294451713562,0.7118794322013855,0.8165575265884399
0.49624931812286377,0.7525231838226318,0.7764593362808228,0.7326786518096924
